2,467
3,333
4,667
5,400
6,500
7,900
8,933
9,2200
10,2700
11,4200
12,5800
13,9300
14,19367
15,31933
16,38567
17,66467
18,68533
19,56300
20,87867
21,149900
22,514300
23,514467
24,582767
25,965333
26,2261300
27,2204767
28,3224567
29,5258333
30,15075067
