136,38
393,52
265,48
522,56
779,60
651,57
908,60
283,48
155,39
540,56
412,53
797,58
669,57
926,60
173,41
430,54
302,49
687,58
559,54
944,61
816,60
191,42
448,53
320,49
577,56
834,60
706,59
963,60
338,50
210,44
595,55
467,53
724,57
981,60
853,59
100,37
228,43
485,53
357,51
742,57
614,56
871,60
1000,61
246,45
118,38
375,50
632,58
504,55
889,60
761,59
