2,72
4483,38416
8965,79330
2760,23096
7241,64020
1036,7518
5518,48254
10000,88758
3794,32610
8276,72410
2070,16956
6552,57406
346,1780
4828,41588
9310,83944
3104,22952
7586,66554
1381,10488
5862,51448
4139,35586
8620,76126
2415,19852
6897,61380
691,4210
5173,44888
9655,86304
3449,15082
7931,69950
1725,13802
6207,54862
