136,160
393,449
265,358
522,735
779,1062
651,825
908,1146
283,365
155,213
540,625
412,549
797,922
669,846
926,1117
173,223
430,599
302,385
687,922
559,938
944,1307
816,1002
191,284
448,527
320,392
577,760
834,995
706,872
963,1254
338,386
210,278
595,817
467,598
724,752
981,1275
853,1135
100,118
228,299
485,640
357,465
742,1141
614,777
871,1059
1000,1263
246,312
118,136
375,438
632,851
504,681
889,1043
761,927
